ID,TEXT
1831,"""Well, you won't give up so easy on a Spink from now on,"" I says to Zahooli. "" We are heroes and will get medals. First thing we have to do, though,"" I says to Coordinator One sitting in the jet sedan with us, ""is to take care of the hole Earth has in its head. All we have to do is drop that new bomb down the tunnel we made and it will wash up all those subs that are left and most likely cause a flood that will inundate Subterro. [SNIPPET] Behind us in a truck trailer made mostly of transparent duralucite is our captive, the descendant of Adolph Hitler and three dead Subterro beetle people. ""Well, you won't give up so easy on a Spink from now on,"" I says to Zahooli. "" We are heroes and will get medals. First thing we have to do, though,"" I says to Coordinator One sitting in the jet sedan with us, ""is to take care of the hole Earth has in its head. All we have to do is drop that new bomb down the tunnel we made and it will wash up all those subs that are left and most likely cause a flood that will inundate Subterro. What do you think?"""
1832,"In thoughts—thinks escape. Earth."" Maggie paled. "" He is one of us, Simon."" She stepped forward and seized the Venusian's arm. "" You go to your room. Stand guard. You guard Ben just like you guard me. Understand?"" [SNIPPET] Their long fingers played upon the strings of their cirillas or crawled over the holes of their flutes like spider legs. Their tune was sad. Even when they played an Earth tune, it still seemed a song of old Mars, charged with echoes of lost voices and forgotten grandeur. For an instant, Ben's mind rose above the haunting vision of the dead man. He thought, What are they doing here, these Martians? Here, in a smoke-filled room under a metalite dome on a dust-covered world? Couldn't they have played their music on Mars?"
1833,"Doebler's plea by its very impassioned nature had gotten through. It was a moment of embarrassment and indecision in which each man weighed his conscience, and found it wanting ... in which every member of Council looked to his neighbor for solution or solace, and finding neither, turned back to himself, aghast. Only one person looked to the true source and saw the solution as it would be, as it had to be. Pederson. Heartsick with the knowing, he observed Raoul Beardsley and remembered! This funny little man ... this ridiculous man ... this proud man who had seized his fate and shoved it through because it had to be done, because he obeyed the dictates, because he had reached his Time of Assertion. [SNIPPET] Why, that's—"" ""Sure. You think it's crazy. But I tell you I can do it!"""
1834,"But he's a little erratic—quirky, queer sense of humor. Isn't that your impression?"" ""Definitely,"" I said. "" I'd be the last one in the world to say a word against Len, but he was always a little peculiar. Very gay one moment and very sour the next, and inclined to poke fun at things other people take seriously. He used to write poetry."" [SNIPPET] All that happened, though, was that the big toe wriggled a little and the knee buckled. Dud Number Twenty-five. I was sore, of course, especially when I noticed that Kujack was more amused than ever. ""You seem to think something's pretty funny,"" I said."
1835,"The throne was bathed and caressed by a blue vapor of incense, while from the great dome above, filled with figures formed of enamelled glass, there streamed lights of all mysterious colors, that illuminated its gleaming sides and lit up the amphitheatre with ineffable effects. A warm, rosy beam, falling perpendicularly, enveloped the goddess like a robe of transparent tissue. She sat, a living statue, the joy of every heart, the embodiment of a hopeless love that kept the worshipper in a fever of delicious unrest. Wherever the eye wandered, it always came back to the goddess; whatever the soul thought, its last thought was of her. Amid a tempest of music and the thundering song of two hundred thousand voices repeating a litany of love, the throne itself began to revolve upon the silver cone that supported it. A fresh rapture took possession of the multitude. In the soul of the goddess what must have been the joy of being surrounded by such an ocean of adoring love? As I mused on the scene, I thought of the Coliseum at Rome[105] raised to the glory of barbaric force, of empire founded on the blood of its victims, and, being such, has necessarily passed away, becoming a heap of ruins. Here, thought I, is a temple founded on a nobler idea, the glory of the human soul, its ingenuity, art, and spiritual forces. [SNIPPET] Such a soul ought to be free to surround itself with that atmosphere from which it absorbs life. It must choose its own weapons and armor, so as to be adequately equipped for the battle. In its eagerness to climb on discovering wings it must be accompanied by its own retinue of spirits, by enthusiastic and lasting friendships so consoling to its nature. Such was the idea of Egyplosis. Captain Lavornal at this point stated that when the company regained the deck he would put the rotating wheel, placed at the stern of the ship, in motion, so as to produce the combination of a revolving as well as an onward flight. ""These wheels,"" said he, ""will spin us around, and by means of our double rudder we produce both vertical and lateral undulations, which, combined with the rotary movement of the deck, will produce a delirious sensation. All the abandon of great and strong birds are ours."
1836,"But though here and there I could see a dugout, with traces of fire and abandoned tools flung about at random, nowhere in all that dismal world did I observe a living man. After a time I returned to a place near the ruined city by the two rivers; and in the rocky palisades above one of the streams, I made out some small circular holes barely large enough to admit a man. And, borne onward by some impulse of curiosity and despair, I entered one of these holes, and went downward, far downward into the dim recesses. And now for the first time, at a depth of hundreds of yards, I did at last encounter living men. [SNIPPET] Drab as dock-rats, and pasty pale of countenance as hospital inmates, and with bent backs and dirty, tattered clothes and a mouse-like nosing manner, they emerged with the wariness of hunted refugees; and they flung up their hands with low cries to shield them from the brilliance of the sun, to which they were evidently unaccustomed. From the packs on their backs and the bundles in their hands, I knew that they were emerging from their subterranean refuge, to try to begin a new life in the ravaged world above; and my heart went out to them, for I saw that, few as they were—not more than fifty in all—they were the sole survivors of a once-populous region, and would have a bitter fight to wage in the man-made wilderness that had been a world metropolis. But as they roamed above through the waste of ash and rubble, and as they wandered abroad where the fields had been and saw how every brush and tree had been seared from the earth or poisoned by chemical brews, I knew that their fight was not merely a bitter one—it was hopeless. And I heard them muttering among themselves, ""We have not even any tools!"", and again, ""We have no fuel left for the great machines!"" . For they had lived in a highly mechanical world, and the technicians who alone understood the workings of that world had all been destroyed, and the sources of power had all been cut off—and power was the food without which they could not long survive. Unable to endure their haggard, hangdog looks and grim, despondent eyes, I went wandering far away, over the length and breadth of many lands. And nowhere did I see a factory that had not been hammered to dust, nor a village that had not been unroofed or burnt, nor a farm where the workers went humming on their merry, toilsome way."
1837,"The pale eyes grew wholly chill. "" You don't seem to appreciate your situation. You're a prisoner, understand?"" Dalgetty braced his muscles. [SNIPPET] Dalgetty took the glass and gulped thirstily. It was coolness and steadiness spreading through him. The vibratto within him faded, and the headache dulled enough to be endurable. Slowly he looked around, and felt the first crawl of panic. No!"
1838,"That's why I got you mixed up with Ivan at first. But I don't visit him till after I've seen you—I'm running the test chronologically, and nineteen-fifty-two comes before fifteen-seventy, of course."" ""It doesn't,"" Martin said, tilting the glass to his lips. "" Not even in Hollywood does nineteen-fifty-two come before fifteen-seventy."" ""I'm using the Kaldekooz time-scale,"" the robot explained. "" But really only for convenience. Now do you want the ideal ecological differential or don't you? [SNIPPET] There was a brief, crackling flash. The robot withdrew his finger. ""F(t)—"" he said, and swayed slightly. Then his fingers came up and sketched a smile that seemed, somehow, to express delighted surprise. ""Fff(t)!"" he said, and went on rather thickly, ""F(t) integral between plus and minus infinity ... a-sub-n to e...."""
1839,"Trade, regulated by us, will be welcome. Otherwise, should you choose not to be bound by our laws, we must respectfully and finally bid you farewell. When at some future date, we develop ships such as yours, we may reconsider."" The speaker paused, looked at his three confreres, who nodded silently. [SNIPPET] The Great Mother, he thought bitterly, benevolent and overflowing!    Traleres-124, female gardener, aged thirty-two cycles, hummed in a minor key as she harvested weed of the solstice crop, twelve miles off the northern islands. A rest period was due in the next cycle day, and she and her mate were ahead of quota which should make the supervisor give them a good holiday.  The tall weed swayed gently against her and several small fish darted past in fright. As the first heavy beat of the water struck against her slim body, she looked up. Frozen with horror, she released her container, but in forty feet of water, the monster caught her before she had moved a hundred yards."
1840,"""I know just the thing,"" Porteous said happily. "" Here."" He dipped into the glittering litter on the tray and handed Harry Junior a translucent prism. "" A neural distorter. We use it to train regressives on Rigel Two. It might be of assistance."" Melinda eyed the thing doubtfully. Harry Junior was peering into the shifting crystal depths with a somewhat strained expression. ""Speeds up the neural flow,"" explained the little man proudly. "" [SNIPPET] ""Questions?"" There was an ominous glint in Melinda's blue eyes. ""Your delightful primitive customs, art-forms, personal habits—"" ""Look,"" Melinda said, crimsoning. "" This is a respectable neighborhood, and I'm not answering any Kinsey report, understand?"" The little man nodded, scribbling. "" Personal habits are tabu? I so regret. The demonstration."""
1841,"They wouldn't serve it to us if it would. No, men and Lhari are alike in a lot of ways. They breathe the same air. Eat about the same food."" Their bodies were adjusted to about the same gravity. They had the same body chemistry—in fact, you couldn't tell Lhari blood from human, even under a microscope. And in the terrible Orion Spaceport wreck sixty years ago, doctors had found that blood plasma from humans could be used for wounded Lhari, and vice versa, though it wasn't safe to transfuse whole blood. But then, even among humans there were five blood types. [SNIPPET] ""Only a few cuts,"" he said, in Universal, though Meta had spoken Lhari. In his weariness and pain he was homesick for the sound of a familiar word. "" Ringg and I were both caught in the hailstorm. He's badly hurt."" ""Sit down here."" Bart sat. Meta's hands were skillful and cool as she sponged the blood away from his forehead and sprayed it with some pleasantly cold, mint-smelling antiseptic."
1842,"""You look as though a little water might help,"" she agreed, sitting down next to me with her plate. The girl was yanking off her skates. "" And I want one."" ""All right. But go in the house and put on your swim suit."" ""Oh, Mother. Why?"" ""Because, dear, I said so."" [SNIPPET] She twisted my ear and narrowed her eyes even more. "" Like?"" ""Well, when my old man was pumping his first fortune out of some oil wells in Oklahoma, we lived down there. Outside this little town, I found a litter of flat stones that had young black-snakes under each slab. I filled a pail with them and took them into town and dumped them on the walk in front of the movie just as Theda Bara's matinee let out. The best part was that no one had seen me do it. They just couldn't understand how so many snakes got there. I learned how great it can be to stand around quietly and watch people encounter the surprise that you have prepared for them."" She let go of my ear. """
1843,"The ancient glue crackled as she did so. The flap popped open and an old-fashioned order blank fell out. Mr. Hawkins' eyes widened. He bent, reached painfully over his potbelly and picked up the order form. ""This thing has never been processed!"" Raising his voice, he shouted jovially, ""Hey, people! [SNIPPET] Ann's frazzled nerves carried a frantic order to her muscles. She jumped up, strode to the hassock and picked up the manky with two fingers. She tossed it to Les. Immediately, she regretted her action."
1844,"For the results, the cost was worth it. I hand-carried the proposal in. Why not take people through the rooms? We could even design a simulated, usable spacesuit. There'd be airlock doors between the rooms for effectiveness, insulation, economy. No children under ten allowed; no adults over 50. They'd go through in groups of 10 or 11. Sure, I realized this was the most elaborate, most ambitious concession ever planned. The greatest ever attempted in its line, it would cost—both us and the public. [SNIPPET] We'd discovered there's no such thing as a sand storm—it's really dust—so we'd taken pains making things look right. Sand dunes were carefully cemented in place; dust rippling over gave the proper illusion. Oddly shaped rocks, dimly seen, strengthened the impression of wind-abraded topography. Rocks were reddish, overlain by smears of bright yellow. Lot of trouble placing all that flowers of sulfur, but we postulated a liquid sulfur-sulfur dioxide-carbon dioxide cycle. Overhead, a diffused, intense yellow light. The sun—we were on the daylight side. I sighed, relaxed, knowing this one had worked out. We gave the moon little time."
1845,"In his laboratory he now had playful kittens that were six years old and puppies that should have been fully grown dogs. The only human he'd so far experimented on was himself. But because he'd started taking the hormone only recently, he was as yet unable to say positively that it was responsible for the splendid health he was enjoying. His impatience to know the sociological consequences of the hormone had made him bring a sample of it to Staghorn. After sniffing at the bottle, Staghorn had poured its contents into Humanac's analyzer. The giant computer gurgled and belched a few seconds while it assessed the nature of the formula. Then Staghorn connected the analyzer with the machine's memory units. As far as Humanac was concerned, the Y Hormone was now an accepted part of human history. [SNIPPET] For God's sake, shut up,"" one of the men said with more disgust than anger. He pinioned Paul's arms while the other man bound them together with a strip of cloth. Miss Terry meanwhile had collapsed into her chair. One of Paul's captors glanced at her and spoke to the bearded man. """
1846,"Your father would have been proud of you,"" she said. "" Soon you will learn the truth about the Agents."" Beyond the closed door, out of sight of her son, Mrs. Jamieson gave rein to the excitement that ran through her. He had wanted the names! He didn't know why—not yet—but he would. "" He'll do it yet!"" [SNIPPET] ""I wanted to learn the names of the men who killed Father."" He said the word strangely. He was unaccustomed to it. ""Did you find them?"" He pointed to the paper on his desk. Mrs. Jamieson, trembling, picked it up and read the names. Seeing them there, written like any other names would be written, made her furious. How could they? How could the names of murderers look like ordinary names?"
1847,"He took off his shirt and saw himself in the mirror on the opposite wall; and then took off his under-shirt. The body scars were faint, the scars running in long lines, one dissecting his chest, the other slicing diagonally across his upper abdomen to disappear under his trousers. There were several more on his back, and one on his right thigh. They'd been treated properly and would soon disappear. [SNIPPET] It was nothing new; he'd said it many many times before, but his mother had always reacted with a bright smile and a quip something like, ""Young for the Golden Age Center, you mean."" This time she burst into tears. It shocked him. But what shocked him even more was the fact that no one looked up, commented, made any attempt to comfort her; no one indicated in any way that a woman was sobbing at the table. He was sitting directly across from Mother, and reached out and touched her left hand which lay limply beside the silverware. She didn't move it—she hadn't touched him once beyond that first, quick, strangely-cool embrace at the door—then a few seconds later she withdrew it and let it drop out of sight."
1848,"For a moment, uneasiness pricked at him. Yet he was sure Alféar hadn't been lying, and the story the creature had told made more sense than the older superstitions. Henry adjusted his mind to having a well-conditioned demon on tap and then began the harder job of bracing himself for Emma's incoherent but detailed account of the movie when she came back. Unfortunately, it was a more complicated plot than usual, and she went on and on, from the moment she entered the door. He tried to close his ears, but he'd never succeeded in that. [SNIPPET] So here I am, stuck with the habit. Because that's all it is—a conditioned reflex. Pure compulsory behavior. I'm sensitized to receive the summons, and when it comes, I teleport into your plane just the way you pull your hand off a hot stove. You read the whole book, I suppose? Yeah, just my luck. Then you know I'm stuck with any job you give me—practically your slave. I can't even get back without dismissal or finishing your task! That's what comes of saving money by not going to my psychiatrist."""
1849,"Down here with the hot Sun around us, it feels so good and so quiet. You can feel everything spinning and turning. It's nice and sharp and compact. It's sort of like sitting around home."" Woodley grunted. He was not much given to flights of fantasy. Undeterred, Underhill went on, ""It must have been pretty good to have been an Ancient Man. I wonder why they burned up their world with war. They didn't have to planoform. [SNIPPET] They were young. They were good. But they had limitations. So much depended on the choice of Partners, so much on the sheer luck of who drew whom. ather Moontree and the little girl named West entered the room. They were the other two pinlighters."
1850,"## The storage compartment was tiny, barely enough to hold them. ""Drummer will be talking to all ships' Commanders in the combined fleet in less than a minute,"" Brad told them. "" I want to be there when he does so that I can deal with their reactions. Also, Hyk is a problem. I expect they'll all line up against us, including the Plutonian crews. The best we can hope for is a short delay while they argue among themselves. [SNIPPET] White House Press Release, January 14, 2004.  ##  The F  The Interstellar Mining and Teleport S"
1851,"We have far to go."" ""Aren't there any more ledges?"" Johnny asked. ""Small ones,"" Baba answered. "" None are wide like this one. Do you still want to go up?"" ""Maybe we could tie me on some way,"" Johnny said. "" Mountain climbers do it that way."" [SNIPPET] It was the same kind of noise Baba's feet and claws made on stone. The two started out again at a half run. The slope was almost too steep, and Johnny had to slide to a halt to keep from falling. Baba went bouncing along ahead and out of sight. As the slope became steeper yet, Johnny had to slide forward carefully. He stumbled and went down on his back. His flashlight slipped from his hand and went rolling on down the passage and out of sight. In a second it was pitch black. ""Baba,"" Johnny yelled at the top of his lungs."
1852,"And he too stooped to look at my face.”  ‘The wind had left the boat suddenly. The rain began to fall again, and the soft, uninterrupted, a little mysterious sound with which the sea receives a shower arose on all sides in the night. “ They were too taken aback to say anything more at first,” he narrated steadily, “and what could I have to say to them?” [SNIPPET] It’s true—I assure you; as true as I’m sitting here talking about him in vain. He, on his side, had that faculty of beholding at a hint the face of his desire and the shape of his dream, without which the earth would know no lover and no adventurer. He captured much honour and an Arcadian happiness (I won’t say anything about innocence) in the bush, and it was as good to him as the honour and the Arcadian happiness of the streets to another man. Felicity, felicity—how shall I say it?—is quaffed out of a golden cup in every latitude: the flavour is with you—with you alone, and you can make it as intoxicating as you please. He was of the sort that would drink deep, as you may guess from what went before."
1853,"I said, turning my head back to look at her. "" Oh. Well, never mind."" I left the cafe with every outward appearance of casual innocence; but inside I was beginning to realize for the first time the possibilities and the danger that could lie in the use of this new TV development. That had been a Big-Brother-is-Watching-you setup back there in the cafe, except that it had been a girl instead of a man, judging from the style of sun glasses and the smoothness of the nose and forehead. I had wondered about the broadcasting end of things. [SNIPPET] she screamed. "" Get out of my house! I won't have it! You catch that train and get out of town. Do you hear?"" ""But, Aunt Matilda!"" I protested."
1854,"He said, ""Vernher, is there no way out?"" ""Sure,"" Vernher laughed. "" If we go back to savage pre-civilization."" ""All right,"" George said. "" [SNIPPET] ""You mean it, sir?"" ""I've been keeping my eye on you,"" Mr. Perkins said. "" I'll see what I can do."" George thanked him profusely. ""Not at all, not at all,"" Mr. Perkins boomed. "" That's what old dad Perkins is here for."" George got his coffee and joined Charlie at their corner table. ""Getting chummy with old dad Perkins?"" Charlie asked."
1855,"Our screens cannot be so powerful, our beams so effective. What of that?"" asked Roal. ""Their generators were automatically destroyed with the capture of the ship,"" replied X-6349, ""as you know. We know nothing of their system."" [SNIPPET] The investigation machine, scarcely three inches in diameter, crept into the shattered hull and investigated. It was quickly evident that the damage was caused by a fusing ray. Strange life-forms were crawling about the ship, protected by flexible, transparent suits. Their bodies were short, and squat, four-limbed and evidently powerful. They, like insects, were equipped with a thick, durable exoskeleton, horny, brownish coating that covered arms and legs and head. Their eyes projected slightly, protected by horny protruding walls—eyes that were capable of movement in every direction—and there were three of them, set at equal distances apart."
1856,"The engineer threw himself back in his seat. "" I'm with you,"" said he, laying aside his argument. The rest followed his example, and presently were looking upon Sanus again. All told, this particular session covered a good many hours. The four kept up a more or less connected mental conversation with each other as they went along, except, of course, when the events became too exciting. Mainly they were trying to catch their agents in the proper mood for receiving telepathic communications, and it proved no easy matter. It required a state of semi-consciousness, a condition of being neither awake nor asleep. [SNIPPET] ""I'm afraid so!"" The geologist was plainly relieved to have stated the case in full. He leaned forward in his eagerness to be understood. He told the doctor things that were altogether too personal to be included in this account. Meanwhile, out in the doctor's study, Smith had made no move whatever to interrogate the geologist's young wife. Instead, the engineer simply remained standing after Billie had sat down, and gave her only an occasional hurried glance. Shortly the silence got on her nerves; and— such was her nature, as contrasted with Van Emmon's—whereas he had stated causes first, she went straight to effects. ""Well,"" explosively, ""Van and I have split!"" Smith was seldom surprised at anything."
1857,"But the Atlanteans struck first by a matter of hours. At a set moment every volcanic vent on the Earth's surface belched forth colossal volumes of a green gas. Though that gas was harmless to creatures of Earth, it meant slow but certain death to all Rikorians. Furiously the Shining Ones struck their own blow, setting off the cataclysmic explosion that sank Atlantis forever beneath the waters of the Atlantic. [SNIPPET] It was the thought of what would happen in the brief moment of contact when his body met that bare cable that drained the color from Foster's face. There was the terrific electrical energy from a spinning world coursing through that silver strand, a force that in all probability was powerful enough to instantly char a human body to a glowing cinder! If he could only insulate his body at the point where it would touch the cable he might have at least a chance of surviving the contact. The only possible insulating medium he had was the clothing he wore—a pair of heavy corduroy trousers and the sleeveless remnant of a woolen shirt. They could be rolled into a bundle that would be bulky enough to at least give him some protection from contact with the bare cable. Laying the empty pistol on the girder beside him, he stripped as quickly as his precarious perch would permit."
1858,"But was Pat nauseated? Not he! The big goon was lapping it up like a famished feline. His simpering smirk stretched from ear to there as he murmured, ""Now, Miss Thomas—"" ""Sandra, Mr. Pending,"" she sighed softly. "" To you just plain ... Sandy. [SNIPPET] ""Or,"" she continued hopefully, ""if Pat wants to, we could make two double shares, and split it fifty-fifty?"" From the look in Pat's eyes I knew he was stunned by this possibility. And from the look in hers, I felt she was going to make every effort to take advantage of his bewilderment. So, as I said before, what this country needs is a good cigar-shaped spaceship."
1859,"You see?"" ""Yes,"" another of them said. "" But what amazes me is that this old man picked this planet out of all the others. The only one in this entire sector that would sustain life."" ""Maybe he was just a very lucky old man. Yes ... a man who attains such an age was usually lucky. Or at least that is what they say about the lost sectors."" ""Maybe he knew the way here. [SNIPPET] You never know where you'll find people on a world somewhere nobody's ever named or knows about. Places where a lost ship's landed and never got up again, or wrecked itself so far off the lanes they'll never be found except by accident for millions of years. That's what this world is, boys. Must have been a ship load of beautiful people, maybe actresses and people like that being hauled to some outpost to entertain."
1860,"He was pretty good at snowshoeing through the tangler field. He was a little vain about it, even; at times he had been known to boast of his ability to make the rounds in two minutes, every time. Every time but this. For Flock moaned behind him, oddly close. The guard turned, but not quickly enough. There was Flock—astonishingly, he was half out of his jacket; his arms hadn't been in the sleeves at all! And in one of the hands, incredibly, there was something that glinted and smoked. ""All right,"" croaked Flock, tears trickling out of eyes nearly shut with pain. [SNIPPET] Trouble?"" Warden Schluckebier clutched his throat and his little round eyes looked terrified—as perhaps they should have. Warden Godfrey Schluckebier was the almighty Caesar of ten thousand inmates in the Jug, but privately he was a fussy old man trying to hold onto the last decent job he would have in his life. ""Trouble? What trouble?"" O'Leary shrugged. "" Different things. You know Lafon, from Block A? This afternoon, he was playing ball with the laundry orderlies in the yard."""
1861,"Emilia, whose caution was equally vigilant and commendable, foreseeing that she might be exposed to the fertility of his invention, came home by a private passage, and entered by a postern, which was altogether unknown to her admirer; and her uncle did not arrive until it was so late that he could not, with any decency, demand a conference.  Next morning, he did not fail to present himself at the door, and his mistress being denied by her own express direction, insisted upon seeing the master of the house, who received him with such coldness of civility, as plainly gave him to understand that he was acquainted with the displeasure of his niece. He, therefore, with an air of candour, told the citizen, he could easily perceive by his behaviour that he was the confidant of Miss Emily, of whom he was come to ask pardon for the offence he had given; and did not doubt, if he could be admitted to her presence, that he should be able to convince her that he had not erred intentionally, or at least propose such reparation as would effectually atone for his fault.  To this remonstrance the merchant, without any ceremony or circumlocution, answered, that though he was ignorant of the nature of his offence, he was very certain, that it must have been something very flagrant that could irritate his niece to such a degree, against a person for whom she had formerly a most particular regard. He owned, she had declared her intention to renounce his acquaintance for ever, and, doubtless, she had good reason for so doing; neither would he undertake to promote an accommodation, unless he would give him full power to treat on the score of matrimony, which he supposed would be the only means of evincing his own sincerity, and obtaining Emilia's forgiveness. Peregrine's pride was kindled by this blunt declaration, which he could not help considering as the result of a scheme concerted betwixt the young lady and her uncle, in order to take advantage of his heat. [SNIPPET] I caught them in the fact of suffocating me with cold water; and by the Lord, I will be revenged, or may I never live to finish my Cleopatra. For the love of God! open the door, and I will make that conceited pagan, that pretender to taste, that false devotee of the ancients, who poisons people with sillykicabies and devil's dung—I say, I will make him a monument of my wrath, and an example to all the cheats and impostors of the faculty; and as for that thick-headed insolent pedant, his confederate, who emptied my own jordan upon me while I slept, he had better have been in his beloved Paris, botching schemes for his friend the Pretender, than incur the effects of my resentment. Gadsbodikins! I won't leave him a windpipe for the hangman to stop, at the end of another rebellion.”  Pickle told him his conduct had been so extravagant as to confirm the whole company in the belief that he was actually deprived of his senses: on which supposition, Mr. Jolter and the doctor had acted the part of friends, in doing that which they thought most conducive to his recovery: so that their concern merited his thankful acknowledgment, instead of his frantic menaces: that, for his own part, he would be the first to condemn him, as one utterly bereft of his wits, and give orders for his being secured as a madman, unless he would immediately give a proof of his sanity by laying aside his sword, composing his spirits, and thanking his injured friends for their care of his person.  This alternative quieted his transports in a moment: he was terrified at the apprehension of being treated like a bedlamite, being dubious of the state of his own brain; and, on the other hand, had conceived such a horror and antipathy for his tormentors, that, far from believing himself obliged by what they had done, he could not even think of them without the utmost rage and detestation."
1862,"Nothing came through, and nothing moved in the other world but leaves stirring now and then with a breeze, clouds drifting across the sky. Ed began to realize it was getting late in the morning, and he had not yet had breakfast. He left old Tom to watch the hole, got stiffly to his feet and went on down the trail to get the pail of water he had started for. From the cabin door, he could still see the hole into the other world. [SNIPPET] Taking the bug gun in his left hand and the flashlight in his right, he stooped over to shine the light in, keeping as well clear of the entrance as possible. All in all, he must have got about a five-second look, which is a lot longer than it sounds when things are happening. His first impression was a jumble—eyes, scurrying movement, and bulk. Then things started to shape up. About ten feet back from the entrance was a huge, flattish, naked, scabrous bulk, pimpled with finger-sized teats. Clustered around and behind this were a tangle of slinging units, carrier units, observation units. Some had their mouths fixed to teats."
1863,"""Is it lung trouble?"" inquired Aunt McCorkle sympathetically. The girl came out of the house at this moment and sat down on the veranda under the white camellia. She glanced at her guest with interest. ""The doctors think I shall come out all right if I am careful of my self,"" replied Ellesworth, evasively. ""It is hard to be sick,"" said Georgiella sincerely. Illness and death had touched her so lately and so cruelly that she could not help feeling sorry for the sick young man. [SNIPPET] ""Yes; that's them!"" He pitched his orotund voice upon me as if he were giving a command in a gale at sea. Men now began to gesticulate wildly at the ill-fated boat from the rocks, as if that could help the matter. ""Drop that mains'l, you —— fools, or you'll go to ——!"" The voices struck me like a volley of bullets, but they could not have penetrated ten feet to windward. ""Scud!"""
1864,"Little spicules licked out from their flexing stalks and jabbed, unsensed, into Cully's body to draw nourishment. From the manythoughts came the sense of complete fulfillment. From Cully's mind came further orders. Lie down. It was a collective concept. Lie still. We are friends. [SNIPPET] Here it is! Cully's mind shouted. Cully's mind was held, hypnotized, but his body moved of its own volition. He moved again."
1865,"The first man to invent a road-map all citizens could unfold and understand was a Spink."" Zmorro turns to Zahooli and Wurpz. "" Don't ask us anythin'!"" they yelp in unison. "" You would only git a silly answer."" ""A world inside of a world you said once, Spink. [SNIPPET] I asks Zahooli. "" We got enough stored up to go seventy million miles into space? We'll cross that bridge when we get to the river."" ""You mean the Styx?"" ""That is one thing I will not believe,"" I sniff. "" We will never find Attila the Hun or Hitler down there. Or Beelzebub."""
1866,"Is that too much to ask, lording?”  Was there ever such an idiot butcher? thought the Sheriff; and he so far forgot his dignity as to nudge the Bishop in his fat ribs.  “Nay, good fellow,” quoth he chuckling, “I am always ready to help any in my shire. An you cannot find a buyer for your herd at this just figure, I will e’en buy them myself.”  At this generosity Robin was quite overcome, and fell to praising the Sheriff to the skies, and telling him that he should not have cause to forget the kindness.  “Tut, tut,” said the Sheriff, “‘tis naught but a trade. [SNIPPET] he said. “ You have killed a King’s deer, and by the laws of King Harry your head remains forfeit. Talk not to me of pennies but get ye gone straight, and let me not look upon your face again.”  Rob’s blood boiled within him, and he uttered a rash speech. “"
1867,"""I see, I see—it is the same thing. It is wonderful. In the one case a man lies dead-alive four generations—mummified in ignorance and sloth—and that qualifies him to command live people, and take their weal and woe into his impotent hands; and in the other case, a man lies bedded with death and worms four generations, and that qualifies him for office in the celestial camp. Does the king's grace approve of this strange law?"" The king said: ""Why, truly I see naught about it that is strange. [SNIPPET] I could hardly get to sleep for glorying over it."
1868,"""Settle down, foolish one,"" said Buos, not unkindly. "" I know your feelings. Do you think I am not tormented as well, by the slow pace of these Earth-things? Crude, barbaric beings, like children with the building blocks of science. [SNIPPET] ""No, they will not! We have watched him. He understands much. He will help us!"" ""I have seen his like before,"" said Buos hopelessly. "" He thinks and he works, and his conclusions will die stillborn, for lack of a moving force ..."""
1869,"The remembered smell of fried onions; they didn't have onions here; Salt; I wonder how the old 101st Precinct's getting along; That fellow who wanted to get married on a hundred dollars; Lee Falcaro, damn her! This, is damn foolishness; it can't possibly work; Poor old Kennedy; I'll starve before I eat another mouthful of that greasy deer-meat; [SNIPPET] I won't be a minute."" Lefko scuttled to a phone and dickered with another bookie somewhere while Charles absently studied the crowd of chattering, laughing horseplayers. ("" Mister Orsino, did you come out to make a monkey of yourself and waste my time? Confound it, sir, you have just fifty round to a chukker and you must make them count!"""
1870,"His midriff yearned then upward, sank within him, yearned more longly, longingly.  Wine.  He smellsipped the cordial juice and, bidding his throat strongly to speed it, set his wineglass delicately down.  —Yes, he said. He’s the organiser in point of fact.  No fear: no brains.  Nosey Flynn snuffled and scratched. Flea having a good square meal.  —He had a good slice of luck, Jack Mooney was telling me, over that boxingmatch Myler Keogh won again that soldier in the Portobello barracks. [SNIPPET] A girl playing one of those instruments what do you call them: dulcimers. I pass.  Probably not a bit like it really. Kind of stuff you read: in the track of the sun."
1871,"That seemed self-evident, but George had no way of knowing if any other man had ever reasoned out the same conclusion. Maybe he was unique because of his immunity to the compound. He was sure that very few men—possibly none—had reached marriage age with their immunity still undiscovered. eorge was lucky, in a way: he knew the truth about himself when he was seven, and he had time to adjust to it—to plan the role he had been acting for the past twelve years. His early childhood had been a livid nightmare, primarily because of the precocious cruelty of his two sisters. Shortly before his seventh birthday they forced him to take part in a game they called cocktail party. The game involved only one activity: the two little girls filled a glass with an unidentified liquid, and ordered George to drink. [SNIPPET] The automatic circuit snapped on the television screen above his bunk; wearily George fixed his eyes on the unreeling love story. For as long as he could remember, television had been a fundamental part of his education. A federal law required every male to watch the TV romances three hours a day. Failure to do so—and that was determined by monthly form tests mailed out by the Directorate—meant a three month sentence to the national hero's corps. If the statistics periodically published by the Directorate were true, George was a relatively rare case, having survived adolescence without serving a single tour of duty as a national hero."
